emp_id,name,gender,age,department,sub_function,band,location,date_of_joining,tenure_years,monthly_ctc,band_midpoint,comp_ratio,last_promotion_years,commute_km,engagement_score,performance_rating,work_mode,attrition_flag,attrition_month,attrition_reason,manager_id
EMP-00509,Krishna Mehta,F,44,HR,Payroll,M2,Kolkata,2021-11-27,4.1,47113,55000,0.857,4.1,23,4.0,5,On-site,0,,,EMP-03462
EMP-00510,Anika Deshpande,M,36,Finance,Accounts Payable,M1,Cuttack,2025-09-14,0.3,32968,35000,0.942,0.3,1,3.1,3,On-site,0,,,EMP-03646
EMP-00511,Deepak Joshi,M,37,Finance,Accounts Payable,M1,Ahmedabad,2025-10-20,0.2,30568,35000,0.873,0.2,16,3.6,4,Remote,1,2025-07-27,below-band pay,EMP-03287
EMP-00512,Anika Menon,M,45,Supply Chain,Planning,M4,Ahmedabad,2010-01-05,16.0,146628,140000,1.047,1.1,1,1.7,4,On-site,0,,,EMP-00527
EMP-00513,Sai Verma,F,43,Sales,Sales Ops,M1,Rudrapur,2025-10-20,0.2,50033,35000,1.43,0.0,2,2.3,2,On-site,0,,,EMP-02858
EMP-00514,Ishaan Kaur,F,40,Sales,Sales Ops,M1,Rudrapur,2022-04-22,3.7,38085,35000,1.088,0.9,4,3.0,4,On-site,0,,,EMP-03559
EMP-00515,Zoya Mehta,M,23,Finance,FP&A,M2,Bengaluru,2018-05-29,7.6,54182,55000,0.985,0.8,25,4.6,3,Hybrid,0,,,EMP-00712
EMP-00516,Aadhya Nair,M,28,Legal,Compliance,M1,Chennai,2024-01-02,2.0,31276,35000,0.894,0.2,1,3.9,3,On-site,1,2025-12-27,below-band pay,EMP-01303
EMP-00517,Pooja Rao,M,26,R&D,Product Dev,M2,Pune,2025-10-20,0.2,43178,55000,0.785,0.2,16,3.5,2,On-site,0,,,EMP-03364
EMP-00518,Aditya Patel,M,40,Manufacturing,Maintenance,M3,Pune,2021-05-29,4.6,94978,85000,1.117,3.3,11,2.6,4,Hybrid,0,,,EMP-01832
EMP-00519,Rajesh Banerjee,F,35,Legal,Contracts,M1,Noida,2025-07-03,0.5,38804,35000,1.109,0.5,1,2.4,4,On-site,0,,,EMP-02356
EMP-00520,Amit Nair,F,23,IT,Data & Analytics,M4,Kolkata,2025-04-21,0.7,129559,140000,0.925,0.7,4,3.6,2,On-site,1,2025-03-08,low performance rating,EMP-03780
EMP-00521,Myra Singh,M,32,R&D,Packaging Dev,M4,Rudrapur,2023-02-08,2.9,167179,140000,1.194,1.3,24,4.0,4,On-site,0,,,EMP-01082
EMP-00522,Aditya Mukherjee,M,22,Finance,Controllership,M2,Chennai,2023-01-02,3.0,55186,55000,1.003,1.5,6,3.6,4,Hybrid,0,,,EMP-01254
EMP-00523,Vikram Khan,M,34,IT,Applications,M1,Nagpur,2013-05-30,12.6,39339,35000,1.124,2.2,23,4.9,2,Hybrid,0,,,EMP-01324
EMP-00524,Kiara Joshi,M,21,Legal,Compliance,M3,Pune,2025-09-14,0.3,89028,85000,1.047,0.2,3,2.8,5,Remote,0,,,EMP-01692
EMP-00525,Vivaan Patel,M,38,IT,Data & Analytics,M1,Kolkata,2024-01-02,2.0,34008,35000,0.972,2.0,17,3.6,1,On-site,0,,,EMP-02830
EMP-00526,Amit Singh,M,37,Finance,FP&A,M2,Hyderabad,2014-11-29,11.1,46597,55000,0.847,0.2,4,1.9,4,Hybrid,0,,,EMP-03171
EMP-00527,Anika Rao,F,49,Supply Chain,Logistics,M5,Rudrapur,2025-08-08,0.4,224644,230000,0.977,0.3,3,3.6,3,On-site,0,,,EMP-01085
EMP-00528,Karan Verma,M,41,Sales,Sales Ops,M6,Pune,2019-05-29,6.6,431197,380000,1.135,0.3,7,4.7,5,On-site,0,,,
EMP-00529,Anika Malhotra,M,31,Manufacturing,Maintenance,M3,Nagpur,2025-05-27,0.6,78089,85000,0.919,0.6,12,2.5,3,Remote,0,,,EMP-01306
EMP-00530,Aarohi Menon,M,41,IT,Data & Analytics,M2,Noida,2023-07-04,2.5,58870,55000,1.07,0.7,1,4.2,3,Hybrid,0,,,EMP-03482
EMP-00531,Pooja Mukherjee,F,23,Finance,FP&A,M3,Pune,2021-09-15,4.3,70275,85000,0.827,2.0,5,4.7,4,Hybrid,0,,,EMP-01632
EMP-00532,Rahul Reddy,F,26,Supply Chain,Logistics,M3,Chennai,2024-11-26,1.1,95609,85000,1.125,1.1,5,2.8,4,On-site,0,,,EMP-03731
EMP-00533,Kavya Khan,F,37,Customer Service,Consumer Care,M2,Kolkata,2025-02-07,0.9,57754,55000,1.05,0.9,4,3.8,3,On-site,0,,,EMP-03367
EMP-00534,Aarav Gupta,M,21,Legal,Compliance,M3,Hyderabad,2023-02-08,2.9,68651,85000,0.808,0.4,7,4.8,4,Hybrid,0,,,EMP-01692
EMP-00535,Zoya Gupta,M,34,Sales,Field Sales,M1,Cuttack,2024-08-09,1.4,33746,35000,0.964,0.1,1,3.6,4,Remote,0,,,EMP-02647
EMP-00536,Aadhya Verma,F,26,Customer Service,Distributor Care,M1,Rudrapur,2019-02-09,6.9,40216,35000,1.149,1.4,30,4.1,2,On-site,0,,,EMP-00278
EMP-00537,Rohan Rao,F,35,Finance,Accounts Payable,M2,Rudrapur,2021-07-04,4.5,43921,55000,0.799,3.3,16,1.8,2,On-site,1,2025-02-19,low engagement,EMP-00162
EMP-00538,Ishaan Gupta,M,25,Manufacturing,Quality,M1,Ludhiana,2025-10-20,0.2,29003,35000,0.829,0.2,1,3.9,3,On-site,0,,,EMP-01104
EMP-00539,Diya Pillai,M,37,Legal,Contracts,M1,Rudrapur,2024-11-26,1.1,34611,35000,0.989,1.1,2,3.9,3,On-site,0,,,EMP-03448
EMP-00540,Simran Kapoor,M,34,Supply Chain,Planning,M4,Guwahati,2024-04-21,1.7,187787,140000,1.341,1.4,4,2.2,4,On-site,0,,,EMP-03878
EMP-00541,Saanvi Patel,M,45,Legal,Contracts,M6,Kanpur,2025-02-07,0.9,339107,380000,0.892,0.9,6,2.5,3,Remote,1,2025-12-17,low engagement,
EMP-00542,Imran Gupta,M,34,Customer Service,Distributor Care,M2,Noida,2018-10-22,7.2,59358,55000,1.079,0.7,69,3.9,3,On-site,0,,,EMP-01561
EMP-00543,Deepak Deshpande,M,28,Customer Service,Consumer Care,M4,Pune,2014-04-24,11.7,145827,140000,1.042,1.5,16,3.1,2,Hybrid,0,,,EMP-00143
EMP-00544,Meera Mehta,M,32,R&D,Product Dev,M6,Ahmedabad,2025-07-03,0.5,344157,380000,0.906,0.5,2,4.4,4,On-site,0,,,
EMP-00545,Ananya Deshpande,M,23,Marketing,Trade Marketing,M1,Rudrapur,2024-05-27,1.6,35902,35000,1.026,0.5,6,3.7,1,On-site,0,,,EMP-00041
EMP-00546,Aadhya Patel,M,37,Legal,Compliance,M2,Indore,2025-08-08,0.4,51059,55000,0.928,0.4,6,3.5,2,On-site,0,,,EMP-03807
EMP-00547,Deepak Reddy,M,39,R&D,Product Dev,M2,Nagpur,2025-04-21,0.7,51851,55000,0.943,0.7,22,3.2,4,On-site,0,,,EMP-03275
EMP-00548,Rajesh Patel,M,54,Customer Service,Distributor Care,M1,Guwahati,2018-01-03,8.0,25697,35000,0.734,8.0,7,3.7,2,Hybrid,1,2025-02-17,no recent promotion,EMP-02975
EMP-00549,Riya Mehta,M,29,IT,Data & Analytics,M3,Noida,2024-10-20,1.2,84668,85000,0.996,1.2,9,4.1,4,On-site,0,,,EMP-03145
EMP-00550,Manish Banerjee,M,32,Customer Service,Consumer Care,M2,Ahmedabad,2021-05-29,4.6,62912,55000,1.144,1.4,29,3.9,3,Remote,0,,,EMP-02611
EMP-00551,Aadhya Shah,M,29,Legal,Contracts,M2,Pune,2024-02-08,1.9,55505,55000,1.009,0.2,5,3.0,4,On-site,0,,,EMP-02280
EMP-00552,Farhan Gupta,M,36,Supply Chain,Logistics,M1,Rudrapur,2016-11-28,9.1,41107,35000,1.174,0.0,25,4.5,2,Remote,0,,,EMP-00532
EMP-00553,Neha Das,M,37,Legal,Contracts,M1,Indore,2025-07-03,0.5,38250,35000,1.093,0.5,8,4.0,3,On-site,0,,,EMP-00546
EMP-00554,Pooja Reddy,M,34,Legal,Compliance,M4,Kolkata,2024-08-09,1.4,138666,140000,0.99,1.2,4,3.7,3,On-site,0,,,EMP-00631
EMP-00555,Farhan Banerjee,M,43,HR,Talent Acquisition,M1,Kolkata,2023-07-04,2.5,31484,35000,0.9,2.5,8,3.5,4,On-site,0,,,EMP-02697
EMP-00556,Deepak Mukherjee,F,29,Finance,Accounts Payable,M1,Jaipur,2024-08-09,1.4,32277,35000,0.922,1.4,13,3.9,4,On-site,0,,,EMP-03833
EMP-00557,Sunita Deshpande,F,42,HR,Payroll,M1,Indore,2022-03-16,3.8,26765,35000,0.765,2.1,12,1.8,3,On-site,1,2025-11-27,low engagement,EMP-01425
EMP-00558,Deepak Joshi,M,38,Customer Service,Distributor Care,M2,Guwahati,2024-11-26,1.1,52650,55000,0.957,1.1,9,3.6,4,Remote,0,,,EMP-00360
EMP-00559,Rohan Kapoor,M,34,Legal,Compliance,M3,Guwahati,2020-03-16,5.8,86986,85000,1.023,0.6,2,4.9,2,Hybrid,0,,,EMP-00655
EMP-00560,Farhan Sharma,M,31,Finance,Accounts Payable,M2,Ahmedabad,2024-11-26,1.1,70096,55000,1.274,0.2,34,3.6,4,On-site,0,,,EMP-00948
EMP-00561,Pooja Bose,F,53,HR,Payroll,M1,Ludhiana,2013-09-17,12.3,37959,35000,1.085,0.8,5,3.5,5,On-site,0,,,EMP-02326
EMP-00562,Sai Joshi,M,27,Legal,Compliance,M1,Bengaluru,2020-08-09,5.4,30157,35000,0.862,5.4,14,2.9,2,On-site,1,2025-10-25,low performance rating,EMP-00244
EMP-00563,Riya Menon,M,36,Manufacturing,Maintenance,M4,Ahmedabad,2021-09-15,4.3,107758,140000,0.77,0.3,12,3.8,2,Hybrid,1,2025-09-09,below-band pay,EMP-00668
EMP-00564,Karan Nair,M,28,HR,Payroll,M3,Pune,2024-08-09,1.4,82191,85000,0.967,0.8,5,3.2,4,Hybrid,0,,,EMP-00428
EMP-00565,Simran Deshpande,M,48,Finance,Accounts Payable,M3,Pune,2025-10-20,0.2,96040,85000,1.13,0.2,31,4.6,4,On-site,0,,,EMP-02181
EMP-00566,Diya Shah,M,41,HR,Talent Acquisition,M3,Kolkata,2024-01-02,2.0,82000,85000,0.965,2.0,1,2.6,4,On-site,0,,,EMP-02402
EMP-00567,Pooja Banerjee,M,29,Marketing,Trade Marketing,M3,Rudrapur,2024-10-20,1.2,92371,85000,1.087,1.2,8,3.0,3,On-site,1,2025-08-03,low engagement,EMP-00420
EMP-00568,Riya Banerjee,M,38,Marketing,Trade Marketing,M1,Ahmedabad,2025-10-20,0.2,33986,35000,0.971,0.2,30,2.9,4,On-site,0,,,EMP-02025
EMP-00569,Kiara Das,M,36,Customer Service,Consumer Care,M2,Hyderabad,2022-02-08,3.9,61310,55000,1.115,2.6,1,5.0,3,On-site,0,,,EMP-00432
EMP-00570,Simran Menon,M,30,Manufacturing,Maintenance,M2,Noida,2019-07-05,6.5,40944,55000,0.744,2.6,29,3.2,5,On-site,1,2025-04-20,below-band pay,EMP-01745
EMP-00571,Farhan Gupta,F,40,Supply Chain,Planning,M2,Nagpur,2024-05-27,1.6,69117,55000,1.257,0.3,7,2.9,4,Hybrid,0,,,EMP-03273
EMP-00572,Amit Nair,M,37,Supply Chain,Planning,M4,Kanpur,2025-10-20,0.2,115080,140000,0.822,0.2,9,1.5,4,On-site,0,,,EMP-03046
EMP-00573,Farhan Rao,M,36,Finance,Controllership,M2,Kanpur,2025-10-20,0.2,61985,55000,1.127,0.2,10,2.6,4,Remote,0,,,EMP-00299
EMP-00574,Rohan Mishra,M,34,IT,Infrastructure,M3,Nagpur,2009-08-13,16.4,81298,85000,0.956,0.9,1,3.9,5,Hybrid,0,,,EMP-03989
EMP-00575,Aadhya Sharma,M,37,Supply Chain,Planning,M4,Bengaluru,2015-11-29,10.1,137405,140000,0.981,3.9,6,3.9,2,On-site,0,,,EMP-01487
EMP-00576,Aarav Chauhan,F,36,Finance,Controllership,M2,Ahmedabad,2025-04-21,0.7,52878,55000,0.961,0.7,3,2.8,4,On-site,0,,,EMP-00235
EMP-00577,Imran Deshpande,M,34,Manufacturing,Quality,M4,Ludhiana,2021-02-08,4.9,145726,140000,1.041,4.9,32,2.9,3,On-site,0,,,EMP-03162
EMP-00578,Neha Chatterjee,M,29,IT,Applications,M3,Indore,2024-10-20,1.2,91222,85000,1.073,1.2,15,5.0,3,Hybrid,0,,,EMP-02262
EMP-00579,Sanjay Mishra,F,48,IT,Data & Analytics,M4,Rudrapur,2025-10-20,0.2,163707,140000,1.169,0.2,5,5.0,3,On-site,0,,,EMP-03829
EMP-00580,Vikram Das,F,26,Marketing,Digital,M2,Guwahati,2023-03-17,2.8,67390,55000,1.225,0.8,6,4.4,3,Hybrid,0,,,EMP-01106
EMP-00581,Neha Das,F,37,Customer Service,Consumer Care,M2,Jaipur,2024-09-14,1.3,57920,55000,1.053,0.9,1,4.8,3,Hybrid,0,,,EMP-03445
EMP-00582,Zoya Mehta,M,31,Legal,Contracts,M2,Ahmedabad,2025-02-07,0.9,70080,55000,1.274,0.9,2,5.0,3,On-site,0,,,EMP-01144
EMP-00583,Sneha Gupta,M,48,IT,Data & Analytics,M1,Chennai,2024-04-21,1.7,35521,35000,1.015,1.7,25,5.0,2,On-site,1,2025-02-25,low performance rating,EMP-03131
EMP-00584,Vikram Yadav,F,27,Sales,Field Sales,M2,Guwahati,2025-03-15,0.8,64481,55000,1.172,0.8,1,3.1,3,On-site,0,,,EMP-03368
EMP-00585,Aditya Mishra,M,28,Finance,FP&A,M5,Pune,2025-02-07,0.9,245777,230000,1.069,0.9,5,2.6,3,On-site,0,,,EMP-01271
EMP-00586,Krishna Das,F,26,IT,Infrastructure,M3,Ahmedabad,2025-02-07,0.9,77531,85000,0.912,0.9,30,5.0,4,On-site,1,2025-06-11,below-band pay,EMP-00296
EMP-00587,Manish Reddy,M,37,IT,Applications,M1,Noida,2025-08-08,0.4,36015,35000,1.029,0.4,24,2.5,3,Hybrid,1,2025-10-24,low engagement,EMP-02676
EMP-00588,Aadhya Joshi,F,23,R&D,Product Dev,M2,Indore,2025-10-20,0.2,59428,55000,1.081,0.2,9,2.5,4,On-site,0,,,EMP-01429
EMP-00589,Deepak Shah,M,30,Sales,Field Sales,M1,Hyderabad,2023-11-27,2.1,34820,35000,0.995,0.8,38,2.5,4,On-site,0,,,EMP-02680
EMP-00590,Priya Mukherjee,F,21,R&D,Product Dev,M1,Rudrapur,2021-10-21,4.2,37312,35000,1.066,3.4,35,3.3,4,Hybrid,0,,,EMP-02137
EMP-00591,Zoya Khan,F,36,IT,Data & Analytics,M5,Nagpur,2025-10-20,0.2,261845,230000,1.138,0.2,29,1.6,3,On-site,1,2025-07-26,low engagement,EMP-01874
EMP-00592,Neha Kulkarni,F,30,Legal,Contracts,M2,Hyderabad,2021-09-15,4.3,54794,55000,0.996,2.0,9,2.1,3,On-site,0,,,EMP-00168
EMP-00593,Vihaan Khan,F,22,Sales,Key Accounts,M2,Indore,2023-07-04,2.5,38500,55000,0.7,2.5,1,2.8,3,On-site,1,2025-12-24,below-band pay,EMP-03716
EMP-00594,Pooja Mishra,F,43,Marketing,Brand,M3,Hyderabad,2025-10-20,0.2,107824,85000,1.269,0.2,26,2.3,2,On-site,0,,,EMP-02134
EMP-00595,Deepak Deshpande,M,24,HR,Talent Acquisition,M1,Ludhiana,2025-07-03,0.5,33333,35000,0.952,0.5,3,4.4,4,On-site,0,,,EMP-03108
EMP-00596,Anika Patel,M,40,IT,Infrastructure,M1,Pune,2025-04-21,0.7,30390,35000,0.868,0.7,3,3.4,2,On-site,0,,,EMP-02021
EMP-00597,Farhan Verma,F,28,IT,Data & Analytics,M3,Ludhiana,2025-03-15,0.8,69712,85000,0.82,0.8,14,3.9,5,On-site,0,,,EMP-02182
EMP-00598,Neha Khan,F,47,Customer Service,Consumer Care,M3,Kanpur,2023-01-02,3.0,80424,85000,0.946,0.1,12,3.8,1,On-site,0,,,EMP-00949
EMP-00599,Vivaan Kulkarni,M,40,Customer Service,Distributor Care,M6,Ludhiana,2025-03-15,0.8,345785,380000,0.91,0.8,32,3.2,4,On-site,0,,,
EMP-00600,Rohan Shah,M,26,R&D,Product Dev,M3,Rudrapur,2024-04-21,1.7,74977,85000,0.882,1.7,6,4.3,3,On-site,0,,,EMP-00544
EMP-00601,Rajesh Banerjee,F,27,Finance,Controllership,M2,Jaipur,2015-10-24,10.2,48997,55000,0.891,1.5,45,3.8,4,On-site,0,,,EMP-02553
EMP-00602,Rohan Shah,M,39,Legal,Compliance,M3,Indore,2008-02-12,17.9,92205,85000,1.085,4.4,3,3.1,4,On-site,0,,,EMP-01115
EMP-00603,Anika Menon,M,32,Finance,Accounts Payable,M4,Nagpur,2023-02-08,2.9,185480,140000,1.325,0.3,7,1.9,1,Remote,0,,,EMP-02691
EMP-00604,Sneha Ahmed,M,33,HR,Talent Acquisition,M3,Bengaluru,2025-02-07,0.9,96160,85000,1.131,0.9,3,3.9,1,On-site,0,,,EMP-01737
EMP-00605,Ananya Sharma,F,44,IT,Infrastructure,M5,Nagpur,2025-01-01,1.0,271312,230000,1.18,0.6,30,2.3,3,Hybrid,1,2025-04-14,low engagement,EMP-02897
EMP-00606,Krishna Joshi,M,28,Legal,Contracts,M4,Chennai,2024-01-02,2.0,131546,140000,0.94,0.1,10,3.7,2,Remote,0,,,EMP-02770
EMP-00607,Sai Khan,M,35,Sales,Field Sales,M4,Bengaluru,2024-02-08,1.9,142345,140000,1.017,1.1,7,3.5,1,On-site,0,,,EMP-00382
EMP-00608,Pooja Das,M,42,IT,Applications,M1,Kolkata,2024-11-26,1.1,37388,35000,1.068,1.1,33,2.2,5,On-site,0,,,EMP-00932
EMP-00609,Sneha Yadav,M,40,Marketing,Trade Marketing,M3,Rudrapur,2017-03-17,8.8,76030,85000,0.894,1.7,3,3.6,4,On-site,0,,,EMP-01714
EMP-00610,Sai Mukherjee,F,33,IT,Data & Analytics,M2,Nagpur,2023-08-09,2.4,51254,55000,0.932,2.4,3,3.6,1,On-site,0,,,EMP-00122
EMP-00611,Aadhya Yadav,M,32,Supply Chain,Planning,M2,Ludhiana,2023-08-09,2.4,62520,55000,1.137,1.5,6,3.6,3,Remote,0,,,EMP-03014
EMP-00612,Deepak Reddy,M,21,Legal,Compliance,M3,Ahmedabad,2010-11-30,15.1,99828,85000,1.174,0.5,15,3.5,2,Remote,1,2025-04-05,low performance rating,EMP-00707
EMP-00613,Deepak Shah,M,26,Supply Chain,Warehouse,M5,Kanpur,2022-02-08,3.9,232481,230000,1.011,0.8,1,2.8,4,On-site,0,,,EMP-03046
EMP-00614,Riya Mukherjee,M,37,R&D,Packaging Dev,M6,Noida,2018-10-22,7.2,307334,380000,0.809,2.1,3,3.9,1,Hybrid,0,,,
EMP-00615,Karan Ahmed,F,33,Customer Service,Distributor Care,M1,Ahmedabad,2023-08-09,2.4,33345,35000,0.953,2.4,23,2.8,3,Hybrid,1,2025-02-06,low engagement,EMP-03299
EMP-00616,Pooja Pillai,F,35,Sales,Sales Ops,M3,Nagpur,2017-02-09,8.9,65398,85000,0.769,0.4,12,2.4,3,On-site,0,,,EMP-03161
EMP-00617,Riya Deshpande,M,42,IT,Infrastructure,M3,Pune,2024-11-26,1.1,86023,85000,1.012,1.1,3,4.0,5,Hybrid,0,,,EMP-00296
EMP-00618,Vikram Joshi,M,25,R&D,Product Dev,M2,Guwahati,2025-10-20,0.2,57248,55000,1.041,0.2,18,4.2,2,On-site,0,,,EMP-01087
EMP-00619,Sai Iyer,F,32,R&D,Product Dev,M1,Guwahati,2019-04-23,6.7,33484,35000,0.957,0.6,2,3.9,4,Remote,0,,,EMP-00505
EMP-00620,Manish Joshi,M,36,Sales,Sales Ops,M1,Nagpur,2024-10-20,1.2,36354,35000,1.039,1.2,16,3.2,3,Hybrid,0,,,EMP-03392
EMP-00621,Priya Kapoor,M,28,Manufacturing,Production,M3,Bengaluru,2022-04-22,3.7,90670,85000,1.067,1.3,6,1.7,4,On-site,0,,,EMP-01345
EMP-00622,Rohan Shah,F,45,IT,Data & Analytics,M2,Guwahati,2023-03-17,2.8,57260,55000,1.041,2.8,34,4.7,3,On-site,0,,,EMP-00179
EMP-00623,Saanvi Mishra,F,41,Supply Chain,Planning,M6,Cuttack,2025-05-27,0.6,306947,380000,0.808,0.6,4,1.6,4,Remote,1,2025-04-09,low engagement,
EMP-00624,Sanjay Kulkarni,M,36,Legal,Compliance,M2,Kolkata,2024-11-26,1.1,52771,55000,0.959,0.9,7,3.9,5,On-site,0,,,EMP-02297
EMP-00625,Riya Sharma,M,48,Supply Chain,Logistics,M6,Cuttack,2012-09-17,13.3,404918,380000,1.066,0.0,7,5.0,3,On-site,0,,,
EMP-00626,Ananya Kapoor,M,22,Sales,Sales Ops,M2,Nagpur,2013-08-11,12.4,68893,55000,1.253,6.1,2,3.5,3,On-site,0,,,EMP-03946
EMP-00627,Zoya Sharma,F,34,HR,Talent Acquisition,M4,Hyderabad,2023-03-17,2.8,133909,140000,0.956,2.6,3,3.7,5,On-site,0,,,EMP-02694
EMP-00628,Reyansh Gupta,M,37,IT,Applications,M1,Cuttack,2024-08-09,1.4,38085,35000,1.088,0.8,7,3.7,3,On-site,1,2025-08-14,no recent promotion,EMP-01822
EMP-00629,Vikram Mukherjee,M,27,Marketing,Trade Marketing,M2,Cuttack,2021-09-15,4.3,62728,55000,1.141,0.4,3,3.6,4,On-site,0,,,EMP-00420
EMP-00630,Vikram Khan,M,36,Finance,Accounts Payable,M4,Ahmedabad,2018-07-05,7.5,135596,140000,0.969,2.7,6,5.0,4,Remote,0,,,EMP-00850
EMP-00631,Kiara Deshpande,M,25,Legal,Contracts,M5,Chennai,2014-03-18,11.8,272261,230000,1.184,0.5,36,2.6,3,Hybrid,0,,,EMP-01131
EMP-00632,Deepak Reddy,M,40,Marketing,Digital,M4,Indore,2025-01-01,1.0,166929,140000,1.192,1.0,9,2.5,3,Hybrid,0,,,EMP-01502
EMP-00633,Diya Kaur,F,42,Marketing,Trade Marketing,M1,Jaipur,2024-11-26,1.1,42730,35000,1.221,1.1,7,3.1,3,On-site,0,,,EMP-03467
EMP-00634,Diya Kulkarni,M,36,IT,Infrastructure,M2,Nagpur,2025-09-14,0.3,59034,55000,1.073,0.3,8,5.0,3,On-site,0,,,EMP-01279
EMP-00635,Ishaan Rao,M,21,HR,Talent Acquisition,M1,Ludhiana,2025-10-20,0.2,48217,35000,1.378,0.2,1,2.9,3,On-site,0,,,EMP-00714
EMP-00636,Zoya Reddy,M,26,IT,Infrastructure,M1,Chennai,2024-08-09,1.4,31554,35000,0.902,1.4,15,3.8,4,On-site,0,,,EMP-00871
EMP-00637,Imran Iyer,M,39,HR,HRBP,M3,Nagpur,2025-09-14,0.3,113887,85000,1.34,0.3,3,4.4,3,Hybrid,0,,,EMP-01312
EMP-00638,Kavya Pillai,M,34,Manufacturing,Maintenance,M3,Bengaluru,2021-05-29,4.6,95449,85000,1.123,4.2,56,4.1,4,On-site,0,,,EMP-01999
EMP-00639,Saanvi Reddy,M,21,Legal,Compliance,M3,Guwahati,2024-04-21,1.7,103229,85000,1.214,1.1,1,4.3,2,Remote,0,,,EMP-01167
EMP-00640,Aadhya Verma,M,44,Sales,Sales Ops,M4,Cuttack,2025-01-01,1.0,132831,140000,0.949,0.4,21,4.7,3,Hybrid,0,,,EMP-01023
EMP-00641,Diya Malhotra,M,35,Customer Service,Distributor Care,M3,Rudrapur,2022-08-09,3.4,96485,85000,1.135,0.9,36,3.7,1,On-site,0,,,EMP-02639
EMP-00642,Aadhya Shah,M,27,Sales,Field Sales,M4,Nagpur,2022-08-09,3.4,171964,140000,1.228,3.4,1,3.0,2,Remote,1,2025-05-28,low performance rating,EMP-03991
EMP-00643,Vikram Banerjee,M,42,Marketing,Digital,M1,Chennai,2024-10-20,1.2,28911,35000,0.826,0.4,39,3.5,3,Hybrid,0,,,EMP-02993
EMP-00644,Sunita Iyer,F,29,Finance,FP&A,M1,Hyderabad,2022-01-02,4.0,34085,35000,0.974,4.0,3,3.1,4,On-site,0,,,EMP-00603
EMP-00645,Ananya Gupta,F,28,Manufacturing,Quality,M3,Ludhiana,2014-07-06,11.5,59500,85000,0.7,0.1,5,5.0,3,On-site,0,,,EMP-02941
EMP-00646,Kiara Gupta,M,37,Sales,Field Sales,M4,Cuttack,2017-07-05,8.5,136005,140000,0.971,8.5,29,2.9,3,Hybrid,1,2025-10-02,no recent promotion,EMP-03161
EMP-00647,Pooja Iyer,M,48,Sales,Sales Ops,M1,Guwahati,2025-09-14,0.3,30430,35000,0.869,0.3,4,3.8,4,Hybrid,0,,,EMP-03897
EMP-00648,Myra Gupta,M,47,Finance,Controllership,M2,Bengaluru,2024-03-15,1.8,53084,55000,0.965,1.8,29,2.0,4,On-site,0,,,EMP-00358
EMP-00649,Amit Sharma,M,37,Finance,Controllership,M3,Ludhiana,2020-08-09,5.4,124762,85000,1.468,0.9,2,3.5,3,On-site,0,,,EMP-02529
EMP-00650,Sneha Patel,F,38,Sales,Field Sales,M1,Ludhiana,2018-09-16,7.3,44620,35000,1.275,7.3,15,3.1,3,On-site,0,,,EMP-00013
EMP-00651,Farhan Chatterjee,M,40,R&D,Product Dev,M2,Guwahati,2024-10-20,1.2,42333,55000,0.77,0.2,10,4.0,3,On-site,0,,,EMP-01355
EMP-00652,Reyansh Sharma,M,24,Supply Chain,Logistics,M4,Kolkata,2019-01-03,7.0,152449,140000,1.089,0.2,33,4.0,3,On-site,0,,,EMP-00854
EMP-00653,Vihaan Shah,M,39,Finance,FP&A,M3,Kolkata,2022-09-15,3.3,95865,85000,1.128,3.3,11,4.7,3,On-site,0,,,EMP-03637
EMP-00654,Aarav Ahmed,F,28,Supply Chain,Warehouse,M1,Guwahati,2017-04-23,8.7,33108,35000,0.946,0.1,25,4.6,3,Hybrid,0,,,EMP-00880
EMP-00655,Sneha Malhotra,M,37,Legal,Contracts,M4,Ahmedabad,2022-09-15,3.3,143994,140000,1.029,0.1,3,3.3,4,On-site,1,2025-08-18,no recent promotion,EMP-00541
EMP-00656,Aditya Iyer,M,32,Manufacturing,Quality,M2,Ludhiana,2017-03-17,8.8,57429,55000,1.044,0.9,3,2.6,4,On-site,0,,,EMP-03663
EMP-00657,Saanvi Mukherjee,M,38,R&D,Packaging Dev,M4,Ahmedabad,2025-04-21,0.7,109836,140000,0.785,0.7,11,2.7,3,On-site,1,2025-06-23,below-band pay,EMP-01440
EMP-00658,Aarav Das,M,35,Finance,Controllership,M1,Cuttack,2011-05-31,14.6,29225,35000,0.835,1.8,70,3.7,3,Remote,0,,,EMP-00004
EMP-00659,Rajesh Mukherjee,M,21,Legal,Compliance,M3,Noida,2025-09-14,0.3,87343,85000,1.028,0.3,6,3.5,4,Remote,0,,,EMP-02356
EMP-00660,Myra Mishra,M,35,HR,HRBP,M2,Nagpur,2019-09-16,6.3,55875,55000,1.016,0.1,16,3.6,3,Remote,0,,,EMP-00765
EMP-00661,Zoya Chatterjee,M,39,Marketing,Digital,M1,Jaipur,2025-08-08,0.4,31032,35000,0.887,0.4,1,2.9,4,On-site,0,,,EMP-01709
EMP-00662,Amit Menon,M,38,Supply Chain,Warehouse,M4,Cuttack,2016-05-29,9.6,122206,140000,0.873,2.1,1,4.7,4,On-site,0,,,EMP-03878
EMP-00663,Deepak Singh,M,33,R&D,Packaging Dev,M1,Kanpur,2025-08-08,0.4,34497,35000,0.986,0.4,40,2.1,4,On-site,1,2025-02-11,low engagement,EMP-03249
